I, [2024-10-08T00:10:59.796593 #54012]  INFO -- : Processed file: Products saved to data.json
[2024-11-09 15:46:00 +0200] ERROR: MongoDB configuration is missing
[2024-11-09 15:46:00 +0200] INFO: All selected cart data saved
[2024-11-09 15:46:00 +0200] INFO: Engine run completed successfully
[2024-11-09 15:46:14 +0200] INFO: File processed: Initialized Cart with empty items collection
[2024-11-09 15:46:14 +0200] INFO: Engine initialized successfully
[2024-11-09 15:46:14 +0200] INFO: Starting engine run
[2024-11-09 15:46:14 +0200] INFO: Validating configuration
[2024-11-09 15:46:14 +0200] INFO: Configuration validation successful
[2024-11-09 15:46:14 +0200] INFO: Starting to execute configured methods
[2024-11-09 15:46:14 +0200] INFO: Attempting to execute method: run_website_parser
[2024-11-09 15:46:14 +0200] INFO: Starting website parser
[2024-11-09 15:46:14 +0200] INFO: Starting product scraping
[2024-11-09 15:46:14 +0200] INFO: Starting to fetch products from https://mta.ua/telefoni-ta-smartfoni
[2024-11-09 15:46:14 +0200] INFO: Fetching products from: https://mta.ua/telefoni-ta-smartfoni/page=1
[2024-11-09 15:46:18 +0200] INFO: Successfully parsed 48 products from page 1
[2024-11-09 15:46:18 +0200] INFO: Fetching products from: https://mta.ua/telefoni-ta-smartfoni/page=2
[2024-11-09 15:46:22 +0200] INFO: Successfully parsed 48 products from page 2
[2024-11-09 15:46:22 +0200] INFO: Fetching products from: https://mta.ua/telefoni-ta-smartfoni/page=3
[2024-11-09 15:46:26 +0200] INFO: Successfully parsed 48 products from page 3
[2024-11-09 15:46:26 +0200] INFO: Finished fetching products. Total products: 144
[2024-11-09 15:46:26 +0200] INFO: Successfully saved 144 products to ./output/data.json
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 16 Pro Max 512GB Desert Titanium, Price: 69999, Cashback: 350, Link: https://mta.ua/telefoni-ta-smartfoni/19191-smartfon-apple-iphone-16-pro-max-512gb-desert-titanium, Image: https://img.mta.ua/image/cache/data/foto/z191/19191/photos/02-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 16 Pro Max 512GB Desert Titanium, Price: 69999, Cashback: 350, Link: https://mta.ua/telefoni-ta-smartfoni/19191-smartfon-apple-iphone-16-pro-max-512gb-desert-titanium, Image: https://img.mta.ua/image/cache/data/foto/z191/19191/photos/02-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy S24 FE S721 8/128GB Graphite, Price: 28999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/25350-smartfon-samsung-galaxy-s24-fe-s721-8-128gb-graphite, Image: https://img.mta.ua/image/cache/data/foto/z253/25350/photos/Samsung-Galaxy-S24-FE-S721-8128GB-01-Graphite-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy S24 FE S721 8/128GB Graphite, Price: 28999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/25350-smartfon-samsung-galaxy-s24-fe-s721-8-128gb-graphite, Image: https://img.mta.ua/image/cache/data/foto/z253/25350/photos/Samsung-Galaxy-S24-FE-S721-8128GB-01-Graphite-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Google Pixel 9 12/128GB Wintergreen (Global), Price: 31499, Cashback: 157, Link: https://mta.ua/telefoni-ta-smartfoni/26784-smartfon-google-pixel-9-12-128gb-wintergreen-global, Image: https://img.mta.ua/image/cache/data/foto/z267/26784/photos/Google-Pixel-9-12128GB-98-Wintergreen-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Google Pixel 9 12/128GB Wintergreen (Global), Price: 31499, Cashback: 157, Link: https://mta.ua/telefoni-ta-smartfoni/26784-smartfon-google-pixel-9-12-128gb-wintergreen-global, Image: https://img.mta.ua/image/cache/data/foto/z267/26784/photos/Google-Pixel-9-12128GB-98-Wintergreen-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy Flip 6 F741 12/256GB Silver Shadow, Price: 45999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/921151-smartfon-samsung-galaxy-flip-6-f741-12-256gb-silver-shadow, Image: https://img.mta.ua/image/cache/data/foto/z921/921151/photos/Samsung-31-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy Flip 6 F741 12/256GB Silver Shadow, Price: 45999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/921151-smartfon-samsung-galaxy-flip-6-f741-12-256gb-silver-shadow, Image: https://img.mta.ua/image/cache/data/foto/z921/921151/photos/Samsung-31-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy Flip 6 F741 12/512GB Blue, Price: 49999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/921160-smartfon-samsung-galaxy-flip-6-f741-12-512gb-blue, Image: https://img.mta.ua/image/cache/data/foto/z921/921160/photos/Samsung-31-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy Flip 6 F741 12/512GB Blue, Price: 49999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/921160-smartfon-samsung-galaxy-flip-6-f741-12-512gb-blue, Image: https://img.mta.ua/image/cache/data/foto/z921/921160/photos/Samsung-31-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон OnePlus Ace 3 16/512GB Blue (CN with Global ROM), Price: 18299, Cashback: 137, Link: https://mta.ua/telefoni-ta-smartfoni/876894-smartfon-oneplus-ace-3-16-512gb-blue-cn-with-global-rom, Image: https://img.mta.ua/image/cache/data/foto/z876/876894/photos/OnePlus-Ace-3-16512GB-66-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон OnePlus Ace 3 16/512GB Blue (CN with Global ROM), Price: 18299, Cashback: 137, Link: https://mta.ua/telefoni-ta-smartfoni/876894-smartfon-oneplus-ace-3-16-512gb-blue-cn-with-global-rom, Image: https://img.mta.ua/image/cache/data/foto/z876/876894/photos/OnePlus-Ace-3-16512GB-66-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy S24 Ultra S928 12/512GB Titanium Gray, Price: 52999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/860825-smartfon-samsung-galaxy-s24-ultra-s928-12-512gb-titanium-gray, Image: https://img.mta.ua/image/cache/data/foto/z860/860825/photos/Samsung-Galaxy-S24-Ultra-S928-12512GB-24-Titanium-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy S24 Ultra S928 12/512GB Titanium Gray, Price: 52999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/860825-smartfon-samsung-galaxy-s24-ultra-s928-12-512gb-titanium-gray, Image: https://img.mta.ua/image/cache/data/foto/z860/860825/photos/Samsung-Galaxy-S24-Ultra-S928-12512GB-24-Titanium-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi Redmi A3 4/128GB Midnight Black (Global), Price: 3999, Cashback: 40, Link: https://mta.ua/telefoni-ta-smartfoni/887113-smartfon-xiaomi-redmi-13c-4-128gb-midnight-black-global, Image: https://img.mta.ua/image/cache/data/foto/z887/887113/photos/Xiaomi-Redmi-A3-4128GB-78-Midnight-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Xiaomi Redmi A3 4/128GB Midnight Black (Global), Price: 3999, Cashback: 40, Link: https://mta.ua/telefoni-ta-smartfoni/887113-smartfon-xiaomi-redmi-13c-4-128gb-midnight-black-global, Image: https://img.mta.ua/image/cache/data/foto/z887/887113/photos/Xiaomi-Redmi-A3-4128GB-78-Midnight-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy A25 A256 5G 8/256GB Blue Black, Price: 10299, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/867140-smartfon-samsung-galaxy-a25-a256-5g-8-256gb-blue-black, Image: https://img.mta.ua/image/cache/data/foto/z867/867140/photos/Samsung-Galaxy-A25-A256-5G-8256GB-07-Blue-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy A25 A256 5G 8/256GB Blue Black, Price: 10299, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/867140-smartfon-samsung-galaxy-a25-a256-5g-8-256gb-blue-black, Image: https://img.mta.ua/image/cache/data/foto/z867/867140/photos/Samsung-Galaxy-A25-A256-5G-8256GB-07-Blue-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 15 128GB Blue, Price: 30399, Cashback: 152, Link: https://mta.ua/telefoni-ta-smartfoni/827048-smartfon-apple-iphone-15-128gb-blue, Image: https://img.mta.ua/image/cache/data/foto/z827/827048/photos/Apple-iPhone-15-128GB-88-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 15 128GB Blue, Price: 30399, Cashback: 152, Link: https://mta.ua/telefoni-ta-smartfoni/827048-smartfon-apple-iphone-15-128gb-blue, Image: https://img.mta.ua/image/cache/data/foto/z827/827048/photos/Apple-iPhone-15-128GB-88-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Google Pixel 7 8/128GB Obsidian Global, Price: 14789, Cashback: 111, Link: https://mta.ua/telefoni-ta-smartfoni/688068-smartfon-google-pixel-7-8-128gb-obsidian, Image: https://img.mta.ua/image/cache/data/foto/z688/688068/photos/Google-Pixel-7-8128GB-83-Obsidian-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Google Pixel 7 8/128GB Obsidian Global, Price: 14789, Cashback: 111, Link: https://mta.ua/telefoni-ta-smartfoni/688068-smartfon-google-pixel-7-8-128gb-obsidian, Image: https://img.mta.ua/image/cache/data/foto/z688/688068/photos/Google-Pixel-7-8128GB-83-Obsidian-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy S24 S921 8/128GB Marble Gray, Price: 33199, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/860870-smartfon-samsung-galaxy-s24-s921-8-128gb-marble-gray, Image: https://img.mta.ua/image/cache/data/foto/z860/860870/photos/Samsung-Galaxy-S24-S921-8128GB-24-Marble-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy S24 S921 8/128GB Marble Gray, Price: 33199, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/860870-smartfon-samsung-galaxy-s24-s921-8-128gb-marble-gray, Image: https://img.mta.ua/image/cache/data/foto/z860/860870/photos/Samsung-Galaxy-S24-S921-8128GB-24-Marble-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Google Pixel 9 Pro XL 16/256GB Obsidian (Global), Price: 43999, Cashback: 220, Link: https://mta.ua/telefoni-ta-smartfoni/17017-smartfon-google-pixel-9-pro-xl-16-256gb-obsidian-global, Image: https://img.mta.ua/image/cache/data/foto/z170/17017/photos/Google-Pixel-9-Pro-XL-16256GB-27-Obsidian-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Google Pixel 9 Pro XL 16/256GB Obsidian (Global), Price: 43999, Cashback: 220, Link: https://mta.ua/telefoni-ta-smartfoni/17017-smartfon-google-pixel-9-pro-xl-16-256gb-obsidian-global, Image: https://img.mta.ua/image/cache/data/foto/z170/17017/photos/Google-Pixel-9-Pro-XL-16256GB-27-Obsidian-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy A55 A556 5G 8/128GB Awesome Lilac, Price: 16599, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/877214-smartfon-samsung-galaxy-a55-a556-5g-8-128gb-awesome-lilac, Image: https://img.mta.ua/image/cache/data/foto/z877/877214/photos/Samsung-Galaxy-A55-A556-5G-8128GB-90-Awesome-Lilac-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy A55 A556 5G 8/128GB Awesome Lilac, Price: 16599, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/877214-smartfon-samsung-galaxy-a55-a556-5g-8-128gb-awesome-lilac, Image: https://img.mta.ua/image/cache/data/foto/z877/877214/photos/Samsung-Galaxy-A55-A556-5G-8128GB-90-Awesome-Lilac-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi Redmi Note 13 8/256GB Midnight Black (Global), Price: 7999, Cashback: 60, Link: https://mta.ua/telefoni-ta-smartfoni/861737-smartfon-xiaomi-redmi-note-13-8-256gb-midnight-black-global, Image: https://img.mta.ua/image/cache/data/foto/z861/861737/photos/Xiaomi-Redmi-Note-13-8256GB-38-Midnight-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Xiaomi Redmi Note 13 8/256GB Midnight Black (Global), Price: 7999, Cashback: 60, Link: https://mta.ua/telefoni-ta-smartfoni/861737-smartfon-xiaomi-redmi-note-13-8-256gb-midnight-black-global, Image: https://img.mta.ua/image/cache/data/foto/z861/861737/photos/Xiaomi-Redmi-Note-13-8256GB-38-Midnight-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi 14T Pro 12/1TB Titan Black, Price: 34999, Cashback: 175, Link: https://mta.ua/telefoni-ta-smartfoni/28588-smartfon-xiaomi-14t-pro-12-1tb-titan-black, Image: https://img.mta.ua/image/cache/data/foto/z285/28588/photos/Xiaomi-14T-Pro-121TB-51-Titan-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Xiaomi 14T Pro 12/1TB Titan Black, Price: 34999, Cashback: 175, Link: https://mta.ua/telefoni-ta-smartfoni/28588-smartfon-xiaomi-14t-pro-12-1tb-titan-black, Image: https://img.mta.ua/image/cache/data/foto/z285/28588/photos/Xiaomi-14T-Pro-121TB-51-Titan-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy S23 FE S711 8/128GB Graphite (SM-S711BZADSEK), Price: 21509, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/852429-smartfon-samsung-galaxy-s23-fe-s711-8-128gb-graphite, Image: https://img.mta.ua/image/cache/data/foto/z852/852429/photos/Samsung-Galaxy-S23-FE-S711-8128GB-87-Graphite-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy S23 FE S711 8/128GB Graphite (SM-S711BZADSEK), Price: 21509, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/852429-smartfon-samsung-galaxy-s23-fe-s711-8-128gb-graphite, Image: https://img.mta.ua/image/cache/data/foto/z852/852429/photos/Samsung-Galaxy-S23-FE-S711-8128GB-87-Graphite-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон OnePlus Nord 3 5G 16/256GB Tempest Gray (Global), Price: 13949, Cashback: 105, Link: https://mta.ua/telefoni-ta-smartfoni/814190-smartfon-oneplus-nord-3-5g-16-256gb-tempest-gray, Image: https://img.mta.ua/image/cache/data/foto/z814/814190/photos/OnePlus-Nord-3-5G-16256GB-60-Tempest-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон OnePlus Nord 3 5G 16/256GB Tempest Gray (Global), Price: 13949, Cashback: 105, Link: https://mta.ua/telefoni-ta-smartfoni/814190-smartfon-oneplus-nord-3-5g-16-256gb-tempest-gray, Image: https://img.mta.ua/image/cache/data/foto/z814/814190/photos/OnePlus-Nord-3-5G-16256GB-60-Tempest-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy Flip 5 F731 8/512GB Mint, Price: 46999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/810829-smartfon-samsung-galaxy-flip-5-f731-8-512gb-mint, Image: https://img.mta.ua/image/cache/data/foto/z810/810829/photos/Samsung-Galaxy-Flip-5-F731-8512GB-77-Mint-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy Flip 5 F731 8/512GB Mint, Price: 46999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/810829-smartfon-samsung-galaxy-flip-5-f731-8-512gb-mint, Image: https://img.mta.ua/image/cache/data/foto/z810/810829/photos/Samsung-Galaxy-Flip-5-F731-8512GB-77-Mint-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy A15 A155 LTE 4/128GB Blue Black, Price: 6999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/864299-smartfon-samsung-galaxy-a15-a155-lte-4-128gb-blue-black, Image: https://img.mta.ua/image/cache/data/foto/z864/864299/photos/Samsung-Galaxy-A15-A155-LTE-4128GB-99-Blue-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy A15 A155 LTE 4/128GB Blue Black, Price: 6999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/864299-smartfon-samsung-galaxy-a15-a155-lte-4-128gb-blue-black, Image: https://img.mta.ua/image/cache/data/foto/z864/864299/photos/Samsung-Galaxy-A15-A155-LTE-4128GB-99-Blue-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон OnePlus Ace 3 16/512GB Black (CN with Global ROM), Price: 18449, Cashback: 138, Link: https://mta.ua/telefoni-ta-smartfoni/875398-smartfon-oneplus-ace-3-16-512gb-black-cn-with-global-rom, Image: https://img.mta.ua/image/cache/data/foto/z875/875398/photos/OnePlus-Ace-3-16512GB-37-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон OnePlus Ace 3 16/512GB Black (CN with Global ROM), Price: 18449, Cashback: 138, Link: https://mta.ua/telefoni-ta-smartfoni/875398-smartfon-oneplus-ace-3-16-512gb-black-cn-with-global-rom, Image: https://img.mta.ua/image/cache/data/foto/z875/875398/photos/OnePlus-Ace-3-16512GB-37-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy Fold 5 F946 12/1TB Icy Blue, Price: 86999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/810822-smartfon-samsung-galaxy-fold-5-f946-12-1tb-icy-blue, Image: https://img.mta.ua/image/cache/data/foto/z810/810822/photos/Samsung-Galaxy-Fold-5-F946-121TB-77-Icy-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy Fold 5 F946 12/1TB Icy Blue, Price: 86999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/810822-smartfon-samsung-galaxy-fold-5-f946-12-1tb-icy-blue, Image: https://img.mta.ua/image/cache/data/foto/z810/810822/photos/Samsung-Galaxy-Fold-5-F946-121TB-77-Icy-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy A35 A356 5G 8/256GB Awesome Navy, Price: 13899, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/877194-smartfon-samsung-galaxy-a35-a356-5g-8-256gb-awesome-navy, Image: https://img.mta.ua/image/cache/data/foto/z877/877194/photos/Samsung-Galaxy-A35-A356-5G-8256GB-90-Awesome-Navy-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy A35 A356 5G 8/256GB Awesome Navy, Price: 13899, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/877194-smartfon-samsung-galaxy-a35-a356-5g-8-256gb-awesome-navy, Image: https://img.mta.ua/image/cache/data/foto/z877/877194/photos/Samsung-Galaxy-A35-A356-5G-8256GB-90-Awesome-Navy-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Google Pixel 8 Pro 12/128GB Obsidian (Global), Price: 28699, Cashback: 143, Link: https://mta.ua/telefoni-ta-smartfoni/838828-smartfon-google-pixel-8-pro-12-128gb-obsidian, Image: https://img.mta.ua/image/cache/data/foto/z838/838828/photos/Google-Pixel-8-Pro-12128GB-66-Obsidian-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Google Pixel 8 Pro 12/128GB Obsidian (Global), Price: 28699, Cashback: 143, Link: https://mta.ua/telefoni-ta-smartfoni/838828-smartfon-google-pixel-8-pro-12-128gb-obsidian, Image: https://img.mta.ua/image/cache/data/foto/z838/838828/photos/Google-Pixel-8-Pro-12128GB-66-Obsidian-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Oukitel WP23 Pro 8/128GB Orange, Price: 5699, Cashback: 43, Link: https://mta.ua/telefoni-ta-smartfoni/856247-smartfon-oukitel-wp23-pro-8-128gb-orange, Image: https://img.mta.ua/image/cache/data/foto/z856/856247/photos/Oukitel-WP23-Pro-8128GB-88-Orange-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Oukitel WP23 Pro 8/128GB Orange, Price: 5699, Cashback: 43, Link: https://mta.ua/telefoni-ta-smartfoni/856247-smartfon-oukitel-wp23-pro-8-128gb-orange, Image: https://img.mta.ua/image/cache/data/foto/z856/856247/photos/Oukitel-WP23-Pro-8128GB-88-Orange-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi Redmi Note 13 Pro 8/256GB Lavender Purple Global, Price: 9999, Cashback: 75, Link: https://mta.ua/telefoni-ta-smartfoni/866962-smartfon-xiaomi-redmi-note-13-pro-8-256gb-lavender-purple-global, Image: https://img.mta.ua/image/cache/data/foto/z866/866962/photos/Xiaomi-Redmi-Note-13-Pro-8256GB-38-Lavender-Purple-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Xiaomi Redmi Note 13 Pro 8/256GB Lavender Purple Global, Price: 9999, Cashback: 75, Link: https://mta.ua/telefoni-ta-smartfoni/866962-smartfon-xiaomi-redmi-note-13-pro-8-256gb-lavender-purple-global, Image: https://img.mta.ua/image/cache/data/foto/z866/866962/photos/Xiaomi-Redmi-Note-13-Pro-8256GB-38-Lavender-Purple-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 16 512GB Black, Price: 54999, Cashback: 275, Link: https://mta.ua/telefoni-ta-smartfoni/18763-smartfon-apple-iphone-16-512gb-black, Image: https://img.mta.ua/image/cache/data/foto/z187/18763/photos/02-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 16 512GB Black, Price: 54999, Cashback: 275, Link: https://mta.ua/telefoni-ta-smartfoni/18763-smartfon-apple-iphone-16-512gb-black, Image: https://img.mta.ua/image/cache/data/foto/z187/18763/photos/02-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон CMF by Nothing Phone 1 8/128GB Black, Price: 10699, Cashback: 80, Link: https://mta.ua/telefoni-ta-smartfoni/926584-smartfon-cmf-by-nothing-phone-1-8-128gb-black, Image: https://img.mta.ua/image/cache/data/foto/z926/926584/photos/CMF-by-Nothing-Phone-1-8128GB-12-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Added item: Item: Смартфон CMF by Nothing Phone 1 8/128GB Black, Price: 10699, Cashback: 80, Link: https://mta.ua/telefoni-ta-smartfoni/926584-smartfon-cmf-by-nothing-phone-1-8-128gb-black, Image: https://img.mta.ua/image/cache/data/foto/z926/926584/photos/CMF-by-Nothing-Phone-1-8128GB-12-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
[2024-11-09 15:46:26 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi Redmi 9A 4/64GB Gray CN, Price: 3399, Cashback: 34, Link: https://mta.ua/telefoni-ta-smartfoni/577169-smartfon-xiaomi-redmi-9a-4-64gb-granite-grey, Image: https://img.mta.ua/image/cache/data/foto/z577/577169/photos/Xiaomi-Redmi-9A-464GB-88-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:46:18Z
